order_trip_id,driver_id,customer_id,restaurant_id,order_status,delivery_status,is_completed,order_total_usd,taxes_usd,tip_usd,gross_bookings_usd,customer_request_timestamp,restaurant_accept_timestamp,driver_accept_timestamp,driver_arrival_pickup_timestamp_utc,driver_dropoff_timestamp_utc,datestr
2980,1280,981,40980,completed,completed,TRUE,26,2.60,8,36.60,21:29.0,33:00.2,44:31.4,56:02.6,07:33.8,1/5/2022
2981,1281,982,40981,completed,completed,TRUE,66,6.60,8,80.60,28:55.0,40:26.2,51:57.4,03:28.6,14:59.8,1/20/2022
2982,1282,983,40982,completed,completed,TRUE,60,6.00,6,72.00,05:09.0,16:40.2,28:11.4,39:42.6,51:13.8,2/5/2022
2983,1283,984,40983,completed,completed,TRUE,43,4.30,11,58.30,01:31.0,13:02.2,24:33.4,36:04.6,47:35.8,1/10/2022
2984,1284,985,40984,completed,completed,TRUE,60,6.00,15,81.00,41:49.0,53:20.2,04:51.4,16:22.6,27:53.8,1/2/2022
2985,1285,986,40985,completed,completed,TRUE,41,4.10,10,55.10,57:44.0,09:15.2,20:46.4,32:17.6,43:48.8,1/22/2022
2986,1286,987,40986,completed,completed,TRUE,17,1.70,6,24.70,13:45.0,25:16.2,36:47.4,48:18.6,59:49.8,1/15/2022
2987,1287,988,40987,completed,completed,TRUE,17,1.70,8,26.70,37:12.0,48:43.2,00:14.4,11:45.6,23:16.8,1/24/2022
2988,1288,989,40988,completed,completed,TRUE,21,2.10,11,34.10,03:15.0,14:46.2,26:17.4,37:48.6,49:19.8,2/10/2022
2989,1289,990,40989,completed,completed,TRUE,59,5.90,11,75.90,25:05.0,36:36.2,48:07.4,59:38.6,11:09.8,1/10/2022
2990,1290,991,40990,completed,completed,TRUE,39,3.90,11,53.90,33:43.0,45:14.2,56:45.4,08:16.6,19:47.8,2/23/2022
2991,1291,992,40991,completed,completed,TRUE,58,5.80,10,73.80,33:53.0,45:24.2,56:55.4,08:26.6,19:57.8,2/14/2022
2992,1292,993,40992,completed,completed,TRUE,20,2.00,15,37.00,34:37.0,46:08.2,57:39.4,09:10.6,20:41.8,1/19/2022
2993,1293,994,40993,completed,completed,TRUE,54,5.40,10,69.40,28:15.0,39:46.2,51:17.4,02:48.6,14:19.8,2/13/2022
2994,1294,995,40994,completed,completed,TRUE,35,3.50,10,48.50,17:17.0,28:48.2,40:19.4,51:50.6,03:21.8,1/12/2022
2995,1295,996,40995,completed,completed,TRUE,35,3.50,11,49.50,53:16.0,04:47.2,16:18.4,27:49.6,39:20.8,1/11/2022
2996,1296,997,40996,completed,completed,TRUE,30,3.00,15,48.00,02:57.0,14:28.2,25:59.4,37:30.6,49:01.8,1/9/2022
2997,1297,998,40997,completed,completed,TRUE,26,2.60,8,36.60,39:51.0,51:22.2,02:53.4,14:24.6,25:55.8,1/17/2022
2998,1298,999,40998,completed,completed,TRUE,58,5.80,15,78.80,52:26.0,03:57.2,15:28.4,26:59.6,38:30.8,2/11/2022
2999,1299,1000,40999,completed,completed,TRUE,38,3.80,10,51.80,45:19.0,56:50.2,08:21.4,19:52.6,31:23.8,1/22/2022
